-63.079, -61.885, 99.878
-61.142, -61.387, 99.878
-59.205, -60.889, 99.878
-57.269, -60.388, 99.838
-55.332, -59.887, 99.838
-53.397, -59.383, 99.787
-51.462, -58.877, 99.724
-49.528, -58.368, 99.724
-47.595, -57.856, 99.644
-45.662, -57.341, 99.644
-43.731, -56.82, 99.547
-41.801, -56.295, 99.427
-39.873, -55.766, 99.427
-37.947, -55.227, 99.283
-36.023, -54.68, 99.111
-34.102, -54.124, 98.911
-32.184, -53.557, 98.682
-30.27, -52.975, 98.429
-28.362, -52.377, 98.159
-26.46, -51.759, 97.887
-24.566, -51.117, 97.63
-22.68, -50.449, 97.41
-20.806, -49.753, 97.254
-18.944, -49.023, 97.21
-17.095, -48.259, 97.344
-15.26, -47.465, 97.575
-13.437, -46.642, 98.245
-11.626, -45.794, 98.625
-9.822, -44.929, 98.996
-8.025, -44.051, 99.335
-6.232, -43.165, 99.87
-4.441, -42.275, 99.942
-2.651, -41.383, 99.804
-0.861, -40.492, 99.707
0.931, -39.603, 99.646
2.725, -38.718, 99.646
4.52, -37.837, 99.612
6.318, -36.96, 99.598
8.117, -36.088, 99.6
9.919, -35.219, 99.6
11.723, -34.357, 99.612
13.529, -33.498, 99.63
15.338, -32.643, 99.63
17.148, -31.794, 99.652
18.96, -30.946, 99.652
20.775, -30.106, 99.677
22.59, -29.266, 99.129
24.436, -28.501, 96.535
26.321, -27.834, 96.535
28.191, -27.127, 96.303
30.048, -26.384, 95.016
31.882, -25.585, 92.305
33.705, -24.763, 89.511
35.495, -23.872, 86.627
37.268, -22.947, 83.644
39.021, -21.985, 80.55
40.735, -20.954, 77.332
42.424, -19.884, 73.976
44.084, -18.769, 70.459
45.712, -17.607, 66.757
47.301, -16.392, 62.837
48.852, -15.129, 58.656
50.366, -13.822, 54.153
51.842, -12.474, 49.24
53.285, -11.089, 43.778
54.711, -9.686, 37.531
56.161, -8.309, 30.01
57.846, -7.287, 20
58.951, -8.786, 68.285
59.317, -10.751, 93.711
59.563, -12.735, 97.179
59.765, -14.725, 99.75
59.951, -16.716, 99.75
60.135, -18.708, 99.801
60.32, -20.699, 99.573
60.508, -22.69, 98.393
60.703, -24.681, 95.777
60.905, -26.671, 93.087
61.11, -28.66, 90.318
61.329, -30.648, 87.46
61.548, -32.636, 84.506
61.781, -34.622, 81.445
62.015, -36.609, 78.264
62.262, -38.593, 74.948
62.512, -40.578, 71.479
62.77, -42.561, 67.833
63.036, -44.543, 63.979
63.302, -46.525, 59.877
63.584, -48.506, 55.473
63.867, -50.485, 50.688
64.152, -52.465, 45.401
64.452, -54.442, 39.412
64.752, -56.42, 32.331
65.053, -58.397, 23.179
65.382, -60.486, 0
65.382, -60.486, 0
68.496, -80.243, 0
endData
127
100
200
-63.079, -61.885, -8.524, -47.897, -23.095, -50.228, 23.65, -28.779
23.65, -28.779, 72.144, -12.692, 52.093, 22.978, 65.382, -60.486
#PATH.JERRYIO-DATA {"appVersion":"0.8.3","format":"LemLib v0.5","gc":{"robotWidth":12,"robotHeight":12,"robotIsHolonomic":false,"showRobot":false,"uol":2.54,"pointDensity":2,"controlMagnetDistance":1.968503937007874,"fieldImage":{"displayName":"V5RC 2025 - High Stakes (Skills)","signature":"V5RC 2025 - High Stakes (Skills)","origin":{"__type":"built-in"}},"coordinateSystem":"VEX Gaming Positioning System"},"paths":[{"segments":[{"controls":[{"uid":"4V4mMU3YTx","x":-63.07896356966163,"y":-61.88527531760417,"lock":false,"visible":true,"heading":48.699999999999974,"__type":"end-point"},{"uid":"bEXjsPtlGT","x":-8.523680174847831,"y":-47.89674111380575,"lock":false,"visible":true,"__type":"control"},{"uid":"rSTwOQSPqF","x":-23.095069970471112,"y":-50.228163481105554,"lock":false,"visible":true,"__type":"control"},{"uid":"lesdEujigp","x":23.649948493888513,"y":-28.77907770194793,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"IJvFMdsfXT"},{"controls":[{"uid":"lesdEujigp","x":23.649948493888513,"y":-28.77907770194793,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"yv1qN5JiSc","x":72.143533733723,"y":-12.692263367579757,"lock":false,"visible":true,"__type":"control"},{"uid":"Zz3pmaeq60","x":52.09330137494528,"y":22.97849885210619,"lock":false,"visible":true,"__type":"control"},{"uid":"8LgBAIRWny","x":65.38240886855377,"y":-60.486421897224325,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"Pnsael4uXd"}],"pc":{"speedLimit":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":127,"label":"127"},"step":1,"from":20,"to":100},"bentRateApplicableRange":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":1,"label":"1"},"step":0.001,"from":0,"to":0.1},"maxDecelerationRate":127},"name":"Path","uid":"pWmy4vqDLK","lock":false,"visible":true}]}
