-47.656, 23.427, 98.349
-47.064, 21.517, 98.349
-46.472, 19.607, 98.349
-45.846, 17.707, 98.185
-45.21, 15.811, 98.185
-44.546, 13.925, 98.008
-43.865, 12.044, 98.008
-43.156, 10.174, 97.816
-42.428, 8.312, 97.816
-41.668, 6.462, 97.611
-40.891, 4.619, 97.611
-40.074, 2.793, 97.391
-39.245, 0.973, 97.16
-38.367, -0.824, 97.16
-37.469, -2.611, 96.918
-36.538, -4.381, 96.918
-35.566, -6.129, 96.669
-34.568, -7.862, 96.416
-33.53, -9.571, 96.416
-32.448, -11.253, 96.165
-31.332, -12.912, 95.921
-30.178, -14.546, 95.692
-28.978, -16.146, 95.692
-27.732, -17.709, 95.487
-26.444, -19.239, 95.314
-25.112, -20.731, 95.184
-23.737, -22.183, 95.108
-22.318, -23.592, 95.098
-20.855, -24.955, 95.166
-19.351, -26.273, 95.326
-17.808, -27.546, 95.591
-16.23, -28.774, 95.976
-14.621, -29.962, 97.183
-12.983, -31.109, 95.098
-11.328, -32.233, 92.388
-9.665, -33.343, 89.597
-8.006, -34.461, 86.716
-6.371, -35.612, 83.736
-4.787, -36.833, 80.646
-3.305, -38.175, 77.433
-1.99, -39.679, 74.084
-0.928, -41.37, 71.095
-0.186, -43.222, 74.439
0.309, -45.16, 70.945
0.804, -47.097, 67.27
1.298, -49.035, 63.382
1.793, -50.973, 59.239
2.288, -52.911, 54.783
2.783, -54.849, 49.932
3.277, -56.787, 44.556
3.772, -58.724, 38.435
4.267, -60.662, 31.132
4.762, -62.6, 21.476
5.211, -64.36, 0
5.211, -64.36, 0
10.159, -83.738, 0
endData
127
100
200
-47.656, 23.427, -30.389, -34.517, -4.563, -29.622, -0.243, -43
-0.243, -43, 2.484, -53.68, 2.484, -53.68, 5.211, -64.36
#PATH.JERRYIO-DATA {"appVersion":"0.8.3","format":"LemLib v0.5","gc":{"robotWidth":12,"robotHeight":12,"robotIsHolonomic":false,"showRobot":false,"uol":2.54,"pointDensity":2,"controlMagnetDistance":1.968503937007874,"fieldImage":{"displayName":"V5RC 2025 - High Stakes (Skills)","signature":"V5RC 2025 - High Stakes (Skills)","origin":{"__type":"built-in"}},"coordinateSystem":"VEX Gaming Positioning System"},"paths":[{"segments":[{"controls":[{"uid":"BA4aUSsDgK","x":-47.65646381728082,"y":23.427254674324907,"lock":false,"visible":true,"heading":173.49999999999963,"__type":"end-point"},{"uid":"AnxgfFrNn7","x":-30.38858156738681,"y":-34.51660472860161,"lock":false,"visible":true,"__type":"control"},{"uid":"xXTzdk8BE9","x":-4.5626209129113136,"y":-29.621969623395742,"lock":false,"visible":true,"__type":"control"},{"uid":"iVkEKiRna0","x":-0.24267742096213324,"y":-42.99987423714323,"lock":false,"visible":true,"heading":176.5000000000002,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"cTyh5Hj7iH"},{"controls":[{"uid":"iVkEKiRna0","x":-0.24267742096213324,"y":-42.99987423714323,"lock":false,"visible":true,"heading":176.5000000000002,"__type":"end-point"},{"uid":"ALS7NCe9zV","x":5.210852977386048,"y":-64.35953496400694,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"jgD2hzi88L"}],"pc":{"speedLimit":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":127,"label":"127"},"step":1,"from":20,"to":100},"bentRateApplicableRange":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":1,"label":"1"},"step":0.001,"from":0,"to":0.1},"maxDecelerationRate":127},"name":"Path","uid":"mWv5RIx4cb","lock":false,"visible":true}]}
